state,state,period,combined-heat-and-pwr-comm,combined-heat-and-pwr-elect,combined-heat-and-pwr-indust,direct-use,elect-pwr-sector-gen-subtotal,electric-utilities,energy-only-providers,estimated-losses,facility-direct,full-service-providers,independent-power-producers,indust-and-comm-gen-subtotal,net-interstate-trade,net-trade-index,total-disposition,total-elect-indust,total-international-exports,total-international-imports,total-net-generation,total-supply,unaccounted
WV,WV,2021-01-01,0,0,1268818,779285.0,64567245,47251892,0,1542089,,32777988,17315353,1268818,30527357,1.86,65836063,32777988,0.0,0.0,65836063,65836063,209344
WV,WV,2020-01-01,0,0,1284598,760925.0,55376935,40783193,0,1786482,,32076583,14593742,1284598,22085730,1.64,56661533,32076583,0.0,0.0,56661533,56661533,-48187
WV,WV,2019-01-01,0,344130,1246009,774742.0,62679630,48312222,0,1802782,,33247013,14023278,1246009,28018099,1.78,63925639,33247013,0.0,0.0,63925639,63925639,83002
WV,WV,2018-01-01,0,385266,1064994,473128.0,66184031,49799036,0,1735424,,33646813,15999729,1064994,31191852,1.86,67257809,33646813,246.0,8784.0,67249025,67257809,210347
WV,WV,2017-01-01,0,416682,1076695,642056.0,72280385,55929287,0,1724921,,31709019,15934416,1076695,39060491,2.14,73357477,31709019,10.0,397.0,73357080,73357477,220980
WV,WV,2016-01-01,0,416620,877012,470563.0,75065956,59429345,0,1674089,,32076146,15219991,877012,41324156,2.19,75942968,32076146,5.0,198.5,75942968,75942968,398014
WV,WV,2015-01-01,0,405911,1121474,658470.0,71173795,57042502,0,1611457,,32303026,13725382,1121474,37218853,2.06,72295269,32303026,0.0,0.0,72295269,72295269,503462
WV,WV,2014-01-01,0,413607,1133355,696633.0,79926222,63331833,0,1702484,,32696106,16180781,1133355,45541602,2.28,81059577,32696106,0.0,0.0,81059577,81059577,422751
WV,WV,2013-01-01,0,404904,1135916,556760.0,74727151,46351104,0,1686789,0.0,31399850,27971143,1135916,41745993,2.22,75863067,31399850,0.0,0.0,75863067,75863067,473675
WV,WV,2012-01-01,0,408719,1007086,495461.0,72406319,47363441,0,1668876,0.0,30817241,24634159,1007086,39904841,2.19,73413405,30817241,0.0,0.0,73413405,73413405,526986
WV,WV,2011-01-01,0,407290,1036357,512099.0,77963266,55529639,0,1930356,0.0,31238753,22026337,1036357,45120516,2.33,78999624,31238753,0.0,0.0,78999624,78999624,197899
WV,WV,2010-01-01,0,387724,924055,445681.0,79864892,56719755,0,1978853,0.0,32031803,22757413,924055,46051539,2.33,80788947,32031803,0.0,0.0,80788947,80788947,281072
WV,WV,2009-01-01,0,413403,960368,371391.0,69822146,51708607,0,1926995,0.0,30271329,17700136,960368,37939920,2.16,70782514,30271329,0.0,0.0,70782514,70782514,272880
WV,WV,2008-01-01,0,411413,906758,520854.0,90216339,66666509,0,2179901,0.0,34221103,23138417,906758,53754335,2.44,91123097,34221103,0.0,0.0,91123097,91123097,446904
WV,WV,2007-01-01,0,417189,1109877,544461.0,92823233,69347861,0,2163580,0.0,34183839,23058183,1109877,56496420,2.51,93933109,34183839,0.0,0.0,93933109,93933109,544809
WV,WV,2006-01-01,0,470477,1222904,1390780.0,92592900,68163826,0,2095082,0.0,32312126,23958597,1222904,57861944,2.61,93815804,32312126,0.0,0.0,93815804,93815804,1545262
WV,WV,2005-01-01,0,467260,1360885,1359996.0,92265401,61241831,0,2015236,21503.0,30130566,30556310,1360885,60019313,2.79,93626285,30152069,0.0,0.0,93626285,93626285,1438308
WV,WV,2004-01-01,0,464557,1702673,1818157.0,88046889,59083917,0,2119040,0.0,28918612,28498415,1702673,57282012,2.76,89749562,28918612,0.0,0.0,89749562,89749562,1428079
WV,WV,2003-01-01,0,446356,1779548,1816264.0,92932006,64056696,0,2077795,22004.0,28274989,28428954,1779548,63204176,3.01,94711554,28296993,0.0,0.0,94711554,94711554,1130773
WV,WV,2002-01-01,0,408741,1638535,1793490.0,93123217,63341620,0,2135008,0.0,28463122,29372856,1638535,63078305,2.99,94761752,28463122,0.0,0.0,94761752,94761752,1083524
WV,WV,2001-01-01,0,306229,1464105,1755332.0,80372620,51608803,0,2163845,0.0,27669432,28457588,1464105,51213230,2.67,81836725,27669432,0.0,0.0,81836725,81836725,788462
WV,WV,2000-01-01,0,451238,1665349,1743594.0,91199826,89708609,0,2154052,0.0,27692998,1039980,1665349,61816671,2.99,92865175,27692998,0.0,0.0,92865175,92865175,28865015
WV,WV,1999-01-01,0,435126,1687816,1763441.0,93004781,91677692,0,2129505,0.0,27144008,891963,1687816,64171644,3.1,94692597,27144008,0.0,0.0,94692597,94692597,28362540
WV,WV,1998-01-01,0,442614,1828473,1926151.0,90993714,89605447,0,1885155,0.0,26511261,945653,1828473,63208614,3.13,92822187,26511261,0.0,0.0,92822187,92822187,27699980
WV,WV,1997-01-01,0,456423,1827648,1919885.0,89701229,88284461,0,1978960,0.0,26247224,960345,1827648,62109699,3.11,91528877,26247224,0.0,0.0,91528877,91528877,27412050
WV,WV,1996-01-01,0,442350,1895045,1954313.0,85349344,83978125,0,2028005,0.0,26126778,928869,1895045,57895225,2.97,87244389,26126778,0.0,0.0,87244389,87244389,27293078
WV,WV,1995-01-01,0,376729,1902190,1983968.0,78635239,77322168,0,1982678,0.0,25976705,936342,1902190,51295732,2.75,80537429,25976705,0.0,0.0,80537429,80537429,27231057
WV,WV,1994-01-01,0,414419,1959084,2114023.0,79470458,77702716,0,1882120,0.0,24775708,1353323,1959084,53640349,2.93,81429542,24775708,0.0,0.0,81429542,81429542,25880183
WV,WV,1993-01-01,0,442981,1990540,2142462.0,72758623,71078069,0,1956145,0.0,24441525,1237573,1990540,47209794,2.71,74749163,24441525,0.0,0.0,74749163,74749163,25556640
WV,WV,1992-01-01,0,353967,1904106,1990313.0,73255808,72333924,0,1883940,0.0,23831118,567918,1904106,48340675,2.8,75159914,23831118,0.0,0.0,75159914,75159914,24909478
WV,WV,1991-01-01,0,103,1869565,1871331.0,71554170,71254116,0,1814037,0.0,23624945,299950,1869565,46961239,2.77,73423734,23624945,0.0,0.0,73423734,73423734,24622963
WV,WV,1990-01-01,0,0,1925409,1925622.0,77614135,77363692,0,1756232,0.0,23132431,250443,1925409,53623093,3.07,79539544,23132431,0.0,0.0,79539544,79539544,24135161
WY,WY,2022-01-01,0,0,1458029,1495201.0,44889463,39780960,0,892478,,16499429,5108503,1458029,27490197,2.46,46347492,16499429,0.0,0.0,46347492,46347492,-29814
WY,WY,2021-01-01,0,0,1441268,1477656.0,42019476,37198469,0,742615,,15784712,4821007,1441268,25354948,2.4,43460744,15784712,0.0,0.0,43460744,43460744,100813
WY,WY,2020-01-01,0,0,2007494,1504219.0,40003495,36693200,0,853850,,15331018,3310295,2007494,24344934,2.38,42010989,15331018,0.0,0.0,42010989,42010989,-23031
WY,WY,2019-01-01,0,0,1338019,1374786.0,40807637,37606739,0,908982,,16763496,3200898,1338019,23056542,2.21,42145656,16763496,0.0,0.0,42145656,42145656,41851
WY,WY,2018-01-01,0,0,1524526,1592698.0,44587610,41954949,0,869841,,16864678,2632661,1524526,26676287,2.37,46113573,16864678,4638.0,1437.0,46112136,46113573,105431
WY,WY,2017-01-01,0,0,1420290,1470673.0,45321556,42119522,0,912700,,16778067,3202034,1420290,27463897,2.42,46742367,16778067,103.0,521.0,46741846,46742367,116927
WY,WY,2016-01-01,0,0,1433522,1464213.0,45223108,42193983,0,864017,,16554870,3029125,1433522,27568321,2.44,46656968,16554870,128.0,338.0,46656630,46656968,205420
WY,WY,2015-01-01,0,0,1485541,1521287.0,47480978,44787847,0,844303,,16924762,2693131,1485541,29414576,2.5,48969673,16924762,963.0,3154.0,48966519,48969673,263783
WY,WY,2014-01-01,0,0,1360897,1388386.0,48335286,45068982,0,892170,,17134075,3266304,1360897,30055472,2.53,49708266,17134075,16624.0,12083.0,49696183,49708266,221539
WY,WY,2013-01-01,0,0,1273901,1318703.0,51209164,48089178,0,916109,,17053514,3119986,1273901,32935668,2.68,52486593,17053514,5343.0,3528.0,52483065,52486593,257257
WY,WY,2012-01-01,0,0,1231772,1282643.0,48356834,45228452,0,919066,,16971354,3128382,1231772,30122220,2.55,49589138,16971354,3639.0,532.0,49588606,49589138,290216
WY,WY,2011-01-01,0,0,1215351,1260281.0,46423120,43195035,0,1076307,,17417762,3228085,1215351,27775369,2.4,47649487,17417762,9425.0,11016.0,47638471,47649487,110343
WY,WY,2010-01-01,0,0,973202,1000189.0,47146052,44738543,0,1057231,,17113458,2407509,973202,28772554,2.49,48126648,17113458,33049.0,7394.0,48119254,48126648,150167
WY,WY,2009-01-01,0,0,929437,970224.0,45099776,43182207,0,1054290,,16561937,1917569,929437,27257135,2.45,46038158,16561937,45275.0,8946.0,46029212,46038158,149297
WY,WY,2008-01-01,0,0,963558,1001086.0,45536890,43909400,0,1063177,0.0,16690249,1627490,963558,27486234,2.44,46523182,16690249,64473.0,22734.0,46500448,46523182,217963
WY,WY,2007-01-01,0,0,1023697,1033540.0,44609789,43144350,0,983284,0.0,15535552,1465439,1023697,27778830,2.55,45665781,15535552,86976.0,32295.0,45633486,45665781,247600
WY,WY,2006-01-01,0,0,1011501,1216635.0,44388869,42905244,0,969121,0.0,14946612,1483625,1011501,28721461,2.72,45427963,14946612,74760.0,27593.0,45400370,45427963,714791
WY,WY,2005-01-01,0,0,833491,349697.0,44733816,44031568,0,944905,0.0,14137727,702248,833491,29712054,2.87,45614918,14137727,145487.0,47611.0,45567307,45614918,674395
WY,WY,2004-01-01,0,0,397729,662293.0,44409875,43059537,0,992121,0.0,13539513,1350338,397729,29550475,2.93,44826685,13539513,75296.0,19081.0,44807604,44826685,668618
WY,WY,2003-01-01,0,0,312754,661603.0,43313848,42261405,0,973204,2684.0,13251152,1052443,312754,28897916,2.96,43655253,13253836,0.0,28651.0,43626602,43655253,529635
